movieId,title,genres,director,plot_keywords,title_cast_short
234,exit to eden (1994),comedy,annerice,bondage bdsm spanking los angeles police department,danadelany paulmercurio rosieo'donnell
235,ed wood (1994),comedy drama,timburton,director film director misfit friend,johnnydepp martinlandau sarahjessicaparker
236,french kiss (1995),action comedy romance,adambrooks,breakup plant cutting frenchman blonde,megryan kevinkline timothyhutton
237,forget paris (1995),comedy romance,billycrystal,love basketball city name in title american abroad,billycrystal debrawinger joemantegna
238,far from home: the adventures of yellow dog (1995),adventure children,phillipborsos,labrador retriever dog survival stray dog,mimirogers brucedavison jessebradford
239,"goofy movie, a (1995)",animation children comedy romance,jymnmagon,father son relationship older actors younger roles travel singing in a vehicle,billfarmer jasonmarsden jimcummings
240,hideaway (1995),thriller,deanr.koontz,car accident serial killer psychopath suicide,jeffgoldblum christinelahti aliciasilverstone
241,fluke (1995),children drama,jamesherbert,cartoon on tv close up of eye united states usa,samuell.jackson matthewmodine nancytravis
242,farinelli: il castrato (1994),drama musical,andréecorbiau,bare chested male male protagonist secret brother castrates brother,stefanodionisi enricoloverso elsazylberstein
243,gordy (1995),children comedy fantasy,jaysommers,falling into a swimming pool boy girl farm,dougstone kristyyoung jamesdonadio
244,gumby: the movie (1995),animation children,artclokey,cult film dog 1950s claymation,dalmckennon artclokey gloriaclokey
245,the glass shield (1994),crime drama,charlesburnett,police corruption rookie sheriff murder,erichanderson richardanderson thomasbabson
246,hoop dreams (1994),documentary,stevejames,basketball athlete national film registry high school,williamgates arthuragee emmagates
247,heavenly creatures (1994),crime drama,franwalsh,fantasy life orgy sex with a minor teenage crush,melanielynskey katewinslet sarahpeirse
248,houseguest (1994),comedy,michaelj.digaetano,cartoon on tv suburb debt houseguest,sinbad philhartman kimgreist
249,immortal beloved (1994),drama romance,bernardrose,based on real person man ludwig van beethoven death,garyoldman jeroenkrabbé isabellarossellini
250,heavyweights (heavy weights) (1995),children comedy,juddapatow,fat camp summer camp mother son relationship father son relationship,davidgoldman josephwaynemiller codyburger
251,"hunted, the (1995)",action,j.f.lawton,ninja samurai assassin bullet train,christopherlambert johnlone joanchen
252,i.q. (1994),comedy romance,andybreckman,genius mechanic laboratory animal man wears eyeglasses,timrobbins megryan waltermatthau
253,interview with the vampire: the vampire chronicles (1994),drama horror,annerice,vampire gothic betrayal dark hero,bradpitt christianslater virginiamccollam
254,jefferson in paris (1995),drama,jamesivory,lafayette character thomas jefferson character period drama marie antoinette character,nicknolte gwynethpaltrow estelleeonnet
255,"jerky boys, the (1995)",comedy,jamesmelkonian,gay slur telephone police mafia,johng.brennan kamalahmed alanarkin
256,junior (1994),comedy sci-fi,kevinwade,nightmare man wears eyeglasses scientist baby,arnoldschwarzenegger dannydevito emmathompson
257,just cause (1995),mystery thriller,johnkatzenbach,child gagged murder florida prison interview,seanconnery laurencefishburne katecapshaw
258,"kid in king arthur's court, a (1995)",adventure children comedy fantasy romance,michaelpart,sword and sandal sword and sorcery kicked in the groin comic violence,thomasiannicholas jossackland artmalik
259,kiss of death (1995),crime drama thriller,eleazarlipsky,neo noir detective arrest death of wife,davidcaruso samuell.jackson nicolascage
261,little women (1994),drama,louisamayalcott,american civil war f rated female protagonist reference to william shakespeare,winonaryder gabrielbyrne trinialvarado
262,"little princess, a (1995)",children drama,franceshodgsonburnett,india father daughter relationship orphan based on novel,lieselmatthews eleanorbron liamcunningham
263,ladybird ladybird (1994),drama,kenloach,children social service violence unfit mother,crissyrock vladimirvega sandielavelle
264,"enfer, l' (1994)",drama,claudechabrol,jealousy adultery madness hotel,emmanuellebéart françoiscluzet nathaliecardone
265,like water for chocolate (como agua para chocolate) (1992),drama fantasy romance,lauraesquivel,mexico food marriage love,marcoleonardi lumicavazos reginatorné
266,legends of the fall (1994),drama romance war western,susanshilliday,f word no opening credits violence sex scene,bradpitt anthonyhopkins aidanquinn
267,major payne (1995),comedy,joeconnelly,drill instructor german shepherd dog character name as title army major,damonwayans michaelironside bambambigelow
268,little odessa (1994),crime drama,jamesgray,ill mother face slap assassin russian mafia,timroth edwardfurlong moirakelly
269,my crazy life (mi vida loca) (1993),drama,allisonanders,generation x hood hispanic lowrider,angelaviles seidylopez jacobvargas
270,love affair (1994),drama romance,glenngordoncaron,accident victim disabled person car accident accident,warrenbeatty annettebening katharinehepburn
271,losing isaiah (1995),drama,sethmargolis,baby custody battle social worker cartoon on tv,jessicalange halleberry davidstrathairn
272,"madness of king george, the (1994)",comedy drama,alanbennett,porphyria king of england restraint self destructiveness,rupertgraves helenmirren amandadonohoe
273,mary shelley's frankenstein (frankenstein) (1994),drama horror sci-fi,maryshelley,frankenstein's monster remake elizabeth frankenstein character doctor victor frankenstein character,robertdeniro kennethbranagh tomhulce
274,man of the house (1995),comedy,davide.peckinpah,gangster threat divorcee single mother,chevychase farrahfawcett jonathantaylorthomas
275,mixed nuts (1994),comedy,noraephron,farce christmas veterinarian christmas eve,stevemartin madelinekahn robertklein
276,milk money (1994),comedy romance,johnmattson,blonde boy school classroom,melaniegriffith edharris michaelpatrickcarter
277,miracle on 34th street (1994),drama,valentinedavies,santa claus girl remake parade,richardattenborough elizabethperkins dylanmcdermott
278,miami rhapsody (1995),comedy,davidfrankel,mother daughter relationship fiance fiancee relationship dysfunctional marriage wedding,sarahjessicaparker gilbellows antoniobanderas
279,my family (1995),drama,gregorynava,f rated prison hood marriage,edwardjamesolmos rafaelcortes ivettereina
280,murder in the first (1995),drama thriller,dangordon,alcatraz solitary confinement prison rookie,christianslater kevinbacon garyoldman
281,nobody's fool (1994),comedy drama romance,richardrusso,grandfather grandson relationship father son relationship small town independent film,paulnewman jessicatandy brucewillis
282,nell (1994),drama,markhandley,twins f rated character name as title speech,jodiefoster liamneeson natasharichardson
283,new jersey drive (1995),crime drama,nickgomez,police state name in title brutality killing,shar-roncorley gabrielcasseus saulstein
284,new york cop (nyû yôku no koppu) (1993),action crime,tôrumurakawa,undercover cop scene before opening credits nypd begins with death,tôrunakamura chadmcqueen mirasorvino
285,beyond bedlam (1993),drama horror,vadimjean,drug suicide hallucination serial killer,craigfairbrass elizabethhurley keithallen
286,nemesis 2: nebula (1995),action sci-fi thriller,albertpyun,explosion baby shot to death assassin,sueprice chadstahelski tinacote
287,nina takes a lover (1994),comedy romance,alanjacobs,woman wears only a man's shirt love infidelity sex,laurasangiacomo paulrhys michaelo'keefe
288,natural born killers (1994),action crime thriller,quentintarantino,media satire controversy woman on top,woodyharrelson juliettelewis tomsizemore
289,only you (1994),comedy romance,dianedrake,italy sister in law trip soul mate,marisatomei robertdowneyjr. bonniehunt
290,once were warriors (1994),crime drama,riwiabrown,f rated new zealand maori gang,renaowen temueramorrison mamaengaroakerr-bell
292,outbreak (1995),action drama sci-fi thriller,laurencedworet,virus epidemic monkey disease,dustinhoffman renerusso morganfreeman
293,léon: the professional (a.k.a. the professional) (léon) (1994),action crime drama thriller,lucbesson,hitman girl teenage girl neo noir,jeanreno garyoldman natalieportman
294,"perez family, the (1995)",comedy romance,miranair,family character name as title political prisoner love immigration,marisatomei alfredmolina anjelicahuston
296,pulp fiction (1994),comedy crime drama thriller,quentintarantino,nonlinear timeline overdose drug overdose bondage,timroth amandaplummer lauralovelace
297,panther (1995),drama,melvinvanpeebles,black panthers black panther party racial prejudice civil rights,kadeemhardison bokeemwoodbine joedonbaker
298,pushing hands (tui shou) (1992),drama,anglee,tai chi boy chinese restaurant ancestry,sihunglung laiwang bozhaowang
299,priest (1994),drama,jimmymcgovern,church catholic priest homosexual sexual repression,linusroache tomwilkinson robertcarlyle
300,quiz show (1994),drama,paulattanasio,based on true story investigation fraud television,johnturturro robmorrow ralphfiennes
301,picture bride (bijo photo) (1994),drama romance,kayohatta,hawaii f rated japanese in hawaii death,yûkikudô cary-hiroyukitagawa tamlyntomita
302,"queen margot (reine margot, la) (1994)",drama romance,alexandredumas,france french history protestant massacre,isabelleadjani danielauteuil jean-huguesanglade
303,"quick and the dead, the (1995)",action thriller western,simonmoore,female gunfighter arizona street shootout showdown,sharonstone genehackman russellcrowe
304,roommates (1995),comedy drama,maxapple,grandfather doctor roommate social worker,peterfalk d.b.sweeney juliannemoore
305,ready to wear (pret-a-porter) (1994),comedy,robertaltman,fashion fashion show journalist fashion industry,marcellomastroianni sophialoren jean-pierrecassel
306,three colors: red (trois couleurs: rouge) (1994),drama,krzysztofkieslowski,friendship ex judge eavesdropping judge,irènejacob jean-louistrintignant frédériquefeder
307,three colors: blue (trois couleurs: bleu) (1993),drama,krzysztofkieslowski,liberty first part of trilogy trauma telling a joke,juliettebinoche benoîtrégent florencepernel
308,three colors: white (trzy kolory: bialy) (1994),comedy drama,krzysztofkieslowski,marriage obsession divorce wealth,zbigniewzamachowski juliedelpy januszgajos
309,"red firecracker, green firecracker (pao da shuang deng) (1994)",drama,pinghe,painter fireworks yellow river teenage girl,jingning gangwu xiaoruizhao
310,rent-a-kid (1995),comedy,paulbernbaum,nightmare orphanage family relationships orphan,leslienielsen christopherlloyd mattmccoy
311,relative fear (1994),horror thriller,kurtwimmer,killer child psychological death two word title,darlannefluegel martinneufeld jamesbrolin
312,stuart saves his family (1995),comedy,alfranken,public access dysfunctional family avanti hunting,alfranken laurasangiacomo vincentd'onofrio
313,"swan princess, the (1994)",animation children,richardrich,princess sorcerer prince king,jackpalance howardmcgillin michellenicastro
314,"secret of roan inish, the (1994)",children drama fantasy mystery,rosaliek.fry,mermaid ireland based on book f rated,jenicourtney patslowey daveduffy
315,"specialist, the (1994)",action drama thriller,johnshirley,bare breasts bomb sex scene sex in shower,sylvesterstallone sharonstone jameswoods
